,accuracy,average_loss,cell0_size,cell1_size,cell2_size,cell3_size,cell4_size,cell5_size,cell6_size,conv,degree_of_convexity,global_step,loss,num_epochs,num_labels,temp
97,0.12812769413,3.69927144051,1745,159,793,929,3335,1980,320,0.5,0.297084443345,3283,8574.91113281,6,7,1.0
98,0.0797757655382,5.15360784531,357,662,1593,493,637,5160,359,0.75,0.48134092374,5080,11951.2167969,6,7,1.0
99,0.241691842675,3.61422371864,956,195,4430,978,324,1418,960,1.0,0.561613626481,4361,8374.15625,6,7,1.0
100,0.124298661947,2.77801275253,1472,1036,1419,699,1187,2005,1443,0.0,0.184008117769,1973,6436.65576172,6,7,0.1
101,0.19327005744,2.22138047218,398,630,2052,843,1570,1281,2487,0.25,0.212140978567,2448,5149.15966797,6,7,0.1
102,0.337936997414,2.74791812897,1704,169,324,1079,1616,404,3965,0.5,0.324565136948,3903,6366.92626953,6,7,0.1
103,0.540552198887,2.28423976898,180,1933,728,5025,515,249,631,0.75,0.486147664285,4946,5294.86767578,6,7,0.1
104,0.206301257014,3.59630084038,60,1814,247,820,174,1190,4956,1.0,0.642399839982,4879,8332.62890625,6,7,0.1
105,0.595597743988,1.93797457218,1580,204,736,563,1332,3409,1437,0.0,0.636567376683,3355,4490.28710938,6,7,0.01
106,0.591713428497,1.42415082455,2136,463,1561,1694,2216,688,503,0.25,0.703331743121,2182,3299.75756836,6,7,0.01
107,0.491152346134,2.40540719032,786,547,739,675,1320,2931,2263,0.5,0.737515684639,2885,5573.32861328,6,7,0.01
108,0.65918892622,1.99255144596,609,4647,1105,1368,256,609,667,0.75,0.885158404898,4575,4618.734375,6,7,0.01
109,0.393180847168,2.60598874092,60,2912,2300,2561,586,195,647,1.0,0.94877155923,2867,6038.07568359,6,7,0.01
110,0.685504734516,2.67760300636,4537,544,542,232,1606,1121,679,0.0,0.778091636217,4466,6206.68359375,6,7,0.001
111,0.606557369232,2.45302867889,346,3876,1302,1520,549,1130,538,0.25,0.822467231165,3816,5686.12060547,6,7,0.001
112,0.432269185781,2.97010350227,4598,950,1096,733,482,684,718,0.5,0.847539338663,4526,6884.69970703,6,7,0.001
113,0.402849733829,2.39538931847,4176,180,1940,943,867,1024,131,0.75,0.863968137504,4111,5547.72167969,6,7,0.001
114,0.590163946152,1.24190413952,345,1635,1422,456,3007,1369,1027,1.0,0.906296143658,2960,2878.73388672,6,7,0.001
115,0.48533219099,3.47407674789,4778,334,289,598,1500,1532,230,0.0,0.626211167392,4703,8052.91015625,6,7,0.0005
116,0.580672979355,1.36031961441,3609,855,283,324,3570,361,259,0.25,0.773572216395,3552,3153.22094727,6,7,0.0005
117,0.61561691761,2.51342535019,3717,2599,463,821,387,1039,235,0.5,0.815676225268,3658,5826.12011719,6,7,0.0005
118,0.618903756142,1.81798493862,2163,1564,1115,38,1409,1744,1228,0.75,0.864040775315,2129,4212.27099609,6,7,0.0005
119,0.561259686947,1.76617264748,83,210,1174,487,4091,1374,1842,1.0,0.921523096143,4027,4093.98828125,6,7,0.0005
120,0.140086203814,2.91795301437,1326,1285,1338,1333,1269,1357,1353,0.0,0.151395392291,1335,6769.65087891,6,7,5.0
121,0.24158757925,2.17714762688,1248,1919,2291,1646,941,683,533,0.25,0.1915978869,2255,5046.62792969,6,7,5.0
122,0.12812769413,2.96868252754,458,1608,813,1394,3694,1100,194,0.5,0.300014042703,3636,6881.40625,6,7,5.0
123,0.368262171745,4.20095586777,1921,1226,586,4232,417,525,354,0.75,0.437453568352,4166,9742.01660156,6,7,5.0
124,0.176876619458,2.64798688889,2691,2091,74,71,69,4143,122,1.0,0.639844316321,4078,6138.03369141,6,7,5.0
125,0.145321264863,3.14325475693,1270,1343,1274,1285,1345,1373,1371,0.0,0.152381677261,1351,7289.20751953,6,7,1.0
126,0.201122134924,2.34877347946,1611,1976,708,1040,1437,550,1939,0.25,0.190749411366,1946,5442.10791016,6,7,1.0
127,0.433994829655,3.59931063652,396,913,1605,4117,931,1096,203,0.5,0.305653946327,4052,8343.20214844,6,7,1.0
128,0.565761089325,2.71905040741,4921,649,112,405,1951,594,629,0.75,0.475867540354,4844,6305.47802734,6,7,1.0
129,0.128990516067,4.56766843796,875,1254,3142,2691,304,621,374,1.0,0.531529633472,3093,10587.8554688,6,7,1.0
130,0.19542708993,3.52723526955,1227,2127,783,1865,775,1638,846,0.0,0.199791510418,2094,8176.13134766,6,7,0.1
131,0.238033637404,2.55233407021,1057,2533,1235,1705,1408,374,949,0.25,0.224162709292,2493,5918.86279297,6,7,0.1
132,0.427339375019,2.39706730843,1125,3449,1955,255,1482,833,162,0.5,0.311444234873,3395,5558.79931641,6,7,0.1
133,0.25809237361,2.32482600212,2652,595,121,396,3780,115,1602,0.75,0.468383635242,3721,5386.62207031,6,7,0.1
134,0.120793789625,5.26583862305,1274,282,716,538,5759,334,358,1.0,0.712540915835,5669,12206.2138672,6,7,0.1
135,0.5289041996,1.98677635193,787,1247,613,1286,2049,1468,1811,0.0,0.576979683706,2016,4605.34765625,6,7,0.01
136,0.5079844594,1.91391158104,870,440,2657,580,1688,427,2599,0.25,0.690472408581,2615,4434.53320312,6,7,0.01
137,0.649266600609,1.94445240498,266,353,1006,1448,1080,1259,3849,0.5,0.79283589977,3788,4507.24072266,6,7,0.01
138,0.530832231045,1.5118714571,2448,513,1869,585,1458,1659,729,0.75,0.844820289663,2410,3506.0300293,6,7,0.01
139,0.589987039566,1.4966802597,498,3967,1711,1492,446,867,280,1.0,0.957925238705,3905,3467.80810547,6,7,0.01
140,0.599396288395,1.74385893345,491,1226,2705,1721,945,771,1402,0.0,0.697046837862,2662,4044.00878906,6,7,0.001
141,0.503019869328,1.80448901653,2388,1206,1697,1338,590,1491,551,0.25,0.749534760927,2351,4182.80566406,6,7,0.001
142,0.537532329559,1.90151953697,933,543,985,1450,2763,608,1979,0.5,0.781265022856,2720,4407.72216797,6,7,0.001
143,0.596460938454,1.41477179527,303,379,2599,1170,1224,1947,1639,0.75,0.844573852297,2559,3278.02636719,6,7,0.001
144,0.542277812958,2.83527827263,285,3304,519,1169,2992,618,374,1.0,0.948846817777,3253,6572.17480469,6,7,0.001
145,0.697584152222,0.874565958977,2144,2539,2270,1438,303,85,482,0.0,0.688508368499,2499,2027.24389648,6,7,0.0005
146,0.690250217915,1.15907299519,2402,389,1859,543,1095,365,2608,0.25,0.821046338703,2568,2686.73120117,6,7,0.0005
147,0.728762388229,0.787022709846,1347,1145,1913,1531,1897,238,1190,0.5,0.856435934038,1883,1825.10571289,6,7,0.0005
148,0.523521780968,2.11714029312,2919,424,341,903,1679,1495,1500,0.75,0.813864547395,2874,4905.4140625,6,7,0.0005
149,0.294650554657,3.33358502388,2372,1521,929,771,403,2501,764,1.0,0.877735354792,2461,7727.25,6,7,0.0005
150,0.138481453061,3.24778914452,1349,1309,1371,1228,1354,1332,1318,0.0,0.151447921177,1350,7528.37548828,6,7,5.0
151,0.0944779962301,2.76910543442,896,1868,1245,715,2342,1686,509,0.25,0.190272502372,2305,6418.78662109,6,7,5.0
152,0.458782911301,2.49317979813,935,1395,1052,1001,152,499,4227,0.5,0.300818034521,4161,5776.69775391,6,7,5.0
153,0.205349445343,4.3547410965,268,1709,6026,136,602,217,303,0.75,0.547351272311,5932,10094.2900391,6,7,5.0
154,0.15962035954,10.3058443069,57,1471,134,6730,63,520,286,1.0,0.761320705318,6625,23888.9472656,6,7,5.0
155,0.142364099622,3.35554075241,1303,1352,1389,1325,1312,1242,1338,0.0,0.152783285857,1367,7778.14355469,6,7,1.0
156,0.172993957996,2.52584338188,2315,1907,719,538,1020,1229,1533,0.25,0.187780121673,2279,5854.90478516,6,7,1.0
157,0.268334776163,4.32640647888,163,369,1249,970,724,2415,3371,0.5,0.302116885255,3318,10028.6103516,6,7,1.0
158,0.131635740399,3.18152952194,600,416,1212,189,423,1401,5020,0.75,0.466895615244,4942,7371.60400391,6,7,1.0
159,0.225625544786,3.57562541962,1901,124,4499,607,253,1799,78,1.0,0.602116974914,4429,8288.29980469,6,7,1.0
160,0.209753990173,2.45745420456,1996,904,720,1811,1001,1605,1224,0.0,0.197945667637,1965,5693.92138672,6,7,0.1
161,0.145446702838,3.99767589569,1274,2354,644,564,1700,2036,689,0.25,0.216916457259,2317,9262.61523438,6,7,0.1
162,0.056514237076,6.29698610306,1522,166,695,4007,169,340,2362,0.5,0.336099135921,3945,14596.4140625,6,7,0.1
163,0.106557376683,4.62056541443,144,5923,1777,228,197,249,743,0.75,0.540742704218,5831,10710.4707031,6,7,0.1
164,0.220353603363,3.07002711296,873,399,602,626,681,431,5649,1.0,0.673884035814,5560,7119.39306641,6,7,0.1
165,0.657031953335,1.33430767059,1882,325,1124,1511,3558,286,575,0.0,0.693012901291,3502,3092.92504883,6,7,0.01
166,0.572723329067,1.903170228,1238,1299,922,1624,2047,1176,955,0.25,0.644525049814,2015,4409.64550781,6,7,0.01
167,0.491371870041,2.0422372818,2328,1301,192,1386,1858,1814,382,0.5,0.69222929823,2292,4733.90625,6,7,0.01
168,0.583261430264,1.69736516476,2662,125,3415,1902,499,571,87,0.75,0.797856766464,3362,3934.49243164,6,7,0.01
169,0.48748922348,3.3896920681,47,1665,2382,1443,1324,414,1986,1.0,0.850077256416,2345,7857.30615234,6,7,0.01
170,0.708369255066,1.45167219639,1081,2080,2887,519,605,1290,799,0.0,0.803049938349,2842,3364.97607422,6,7,0.001
171,0.590948283672,1.41684734821,2426,2241,729,2737,373,453,302,0.25,0.785054117435,2694,3287.0859375,6,7,0.001
172,0.647692978382,1.76994776726,950,4249,526,846,919,1461,310,0.5,0.85504423821,4182,4104.50878906,6,7,0.001
173,0.51855045557,1.87640631199,2211,641,403,345,1621,1016,3024,0.75,0.847010912148,2977,4349.50976562,6,7,0.001
174,0.352179557085,4.03527784348,298,516,286,2624,1896,2420,1221,1.0,0.95031651174,2583,9349.73925781,6,7,0.001
175,0.643072962761,1.38990044594,1668,1291,786,2611,628,1415,862,0.0,0.688489585743,2570,3220.39941406,6,7,0.0005
176,0.574018120766,1.76175177097,1843,1002,1668,660,1478,454,2156,0.25,0.700362004955,2123,4081.97875977,6,7,0.0005
177,0.493528902531,2.34520363808,3408,411,950,661,782,1223,1826,0.5,0.848662736351,3355,5436.18212891,6,7,0.0005
178,0.311475396156,4.71130561829,1774,719,1374,271,3523,1323,277,0.75,0.845074243697,3468,10920.8066406,6,7,0.0005
179,0.14926661551,8.71768188477,6618,483,574,983,196,305,102,1.0,0.900837476547,6514,20207.5859375,6,7,0.0005
180,0.148899435997,3.74544119835,1362,1252,1295,1311,1350,1371,1320,0.0,0.151509717609,1350,8678.1875,6,7,5.0
181,0.252050071955,2.1184926033,555,892,1907,2314,772,1580,1241,0.25,0.190990261099,2278,4908.54736328,6,7,5.0
182,0.131204143167,3.76124119759,905,250,3679,472,1999,128,1828,0.5,0.315195735021,3622,8714.79589844,6,7,5.0
183,0.187661781907,2.99753332138,343,457,4581,1316,2118,374,72,0.75,0.461010913836,4509,6948.28222656,6,7,5.0
184,0.00992234703153,7.41029596329,92,471,4042,104,89,4141,322,1.0,0.682704576152,4076,17177.0664062,6,7,5.0
185,0.160051763058,2.59944033623,1344,1358,1349,1238,1296,1383,1293,0.0,0.151725001714,1362,6025.50292969,6,7,1.0
186,0.131522208452,2.24977278709,1358,2295,661,1622,1577,757,991,0.25,0.1876523296,2259,5217.22314453,6,7,1.0
187,0.158826068044,5.50025463104,1955,164,1476,4058,298,628,682,0.5,0.315031882176,3994,12744.0898438,6,7,1.0
188,0.135030195117,4.81801605225,5382,630,746,156,1225,299,823,0.75,0.485671763722,5298,11168.1611328,6,7,1.0
189,0.210185587406,4.41784477234,4396,884,1326,606,444,66,1539,1.0,0.571737832976,4328,10236.1464844,6,7,1.0
190,0.143658325076,3.45465373993,1927,1212,531,898,1535,1565,1593,0.0,0.186190025677,1897,8007.88720703,6,7,0.1
191,0.271786034107,2.46448612213,2010,914,2515,1162,476,730,1454,0.25,0.22038035823,2476,5712.67871094,6,7,0.1
192,0.354184627533,3.26157832146,3538,1289,2519,594,1019,140,162,0.5,0.321747667867,3483,7560.33837891,6,7,0.1
193,0.207506477833,3.4694955349,698,876,588,4459,366,85,2189,0.75,0.471887321398,4389,8042.29052734,6,7,0.1
194,0.279360979795,3.21266436577,140,226,88,7980,564,68,195,1.0,0.870459901377,7856,7440.53076172,6,7,0.1
195,0.622950792313,1.43434011936,1590,922,2264,1448,417,1662,958,0.0,0.642313741902,2229,3324.80029297,6,7,0.01
196,0.464193284512,2.88228225708,2377,1257,3017,288,395,591,1336,0.25,0.715757629981,2969,6681.13037109,6,7,0.01
197,0.638206124306,1.19533550739,526,2244,1933,297,2446,493,1322,0.5,0.807405278324,2408,2771.98291016,6,7,0.01
198,0.584807932377,1.78638529778,696,1031,3780,412,1387,1677,278,0.75,0.793880821959,3721,4139.0546875,6,7,0.01
199,0.542277812958,1.17771828175,2029,1411,806,1548,771,1146,1550,1.0,0.908759357663,1997,2729.95092773,6,7,0.01
200,0.574018120766,1.79782903194,1655,2995,1262,255,1212,1395,487,0.0,0.669845930591,2948,4165.56982422,6,7,0.001
201,0.589909434319,1.89504611492,855,898,883,1177,3405,1257,786,0.25,0.793726925255,3351,4394.61181641,6,7,0.001
202,0.545924961567,2.0917069912,572,3350,417,3135,321,373,1093,0.5,0.847143772402,3297,4850.66845703,6,7,0.001
203,0.699741184711,1.26592636108,1954,526,1715,963,551,2093,1459,0.75,0.897102881733,2060,2934.41723633,6,7,0.001
204,0.692838668823,1.43810248375,2110,690,462,1071,110,4590,228,1.0,0.95408031069,4518,3333.52148438,6,7,0.001
205,0.637618660927,1.49136793613,1949,402,1563,800,1561,1656,1330,0.0,0.676670522927,1918,3456.9909668,6,7,0.0005
206,0.557377040386,1.71841406822,1899,921,723,1338,1499,1405,1476,0.25,0.752305794506,1869,3983.28393555,6,7,0.0005
207,0.635461628437,1.44271409512,1412,863,973,1749,1553,1744,967,0.5,0.837288580262,1721,3344.21118164,6,7,0.0005
208,0.518774271011,2.0829873085,2222,3915,1240,247,396,533,708,0.75,0.862929707931,3854,4826.28173828,6,7,0.0005
209,0.338939189911,4.97643136978,5585,174,94,1217,1,1684,506,1.0,0.923843562096,4712,11540.3447266,6,7,0.0005
210,0.139404401183,2.56691265106,1406,1335,1319,1328,1282,1283,1308,0.0,0.151377411234,1384,5947.53662109,6,7,5.0
211,0.135461598635,4.45785284042,927,1249,2275,518,1879,1644,769,0.25,0.188792948767,2240,10333.3027344,6,7,5.0
212,0.181974992156,2.41778850555,3533,390,2240,197,557,1417,927,0.5,0.304107482779,3477,5606.8515625,6,7,5.0
213,0.0250215698034,7.35261821747,2043,138,4443,655,503,113,1366,0.75,0.453922721063,4374,17043.3691406,6,7,5.0
214,0.175150990486,4.22890901566,6210,164,138,957,111,1530,151,1.0,0.716686234767,6113,9802.61132812,6,7,5.0
